Modulation of the electronic and magnetic properties of pyridinic N-doped graphene with Ni/Cr,"© 2023 World Scientific Publishing Europe Ltd.We have explored the interaction of Ni/Cr with pyridinic N-doped graphene and its influence on the electronic and magnetic characteristics of graphene using a density functional theory (DFT) approach. A 5 × 5 graphene supercell with a single vacancy is modeled. Initially, the concentration of nitrogen atoms is varied in the pyridinic configuration of graphene. The structures, thus obtained, are decorated with Ni/Cr atoms. For configurations without transition metals (TMs), the calculated electronic band structures show a downward shift in Fermi level that decreases as nitrogen concentration increases. Furthermore, it is found that these structures manifest metallic behavior along with some flat bands near the Fermi level. With the addition of Ni/Cr atoms, the movement of the Fermi level toward the conduction band is noticed. The opening of the bandgap at the K-point also varies slightly with the concentration of N atoms and/or the presence of TM atoms. The structures P1N-Ni and P2N-Ni transmute into semiconductors. A significant increase in the magnetic moment is found with the adsorption of the Ni/Cr atom. The analysis of spin-polarized partial density of states proves that higher magnetic moments following TM absorption are mainly on account of the Ni/Cr-3d orbitals and their hybridization with C-2p orbitals. These findings suggest that functionalizing TMs on pyridinic N (Nitrogen)-doped graphene can drastically alter their electronic and magnetic properties.",International Journal of Computational Materials Science and Engineering
TiO2-carbon porous nanostructures for immobilization and conversion of polysulfides,"© 2022Lithium-sulfur batteries (LSBs) are among the most promising series of next-generation high density energy storage systems. However, the problem of “shuttle effect” caused by dissolution and migration of polysulfide intermediates has severely inhibited their practical applications. Herein, TiO2-carbon nanocomposites embedded hierarchical porous carbon (T-hPC) interlayers are fabricated via Ti3C2 MXene assisted phase separation and annealing method. The T-hPC processes micro- to macro-scale multi-pores along with highly adsorptive and catalytic carbon supported TiO2 nanoparticles, which significantly enhances the polysulfides immobilization and improves the redox reaction kinetics when applied as lithium-sulfur battery interlayers. An initial discharge specific capacity of 1551.1 mAh/g and a stable capacity of 893.8 mAh/g after 200 cycles at 0.5 C are obtained, corresponding to a capacity decay rate of only 0.04% per cycle. The investigations in this paper can provide a simple and effective strategy to enhance the electrochemical properties for lithium-sulfur batteries.",Chinese Chemical Letters
Interfacial modification to anomalously facilitate thermal transport through cathode-separator composite in lithium-ion batteries,"© 2022 Elsevier B.V.Effective thermal management is the key to ensuring lithium-ion batteries (LIBs)’ lifetime and performance. However, the high thermal resistance across the cathode-separator interphase considerably limits the fast heat transfer. Adopting the self-assembled monolayers (SAMs) approach, various organic molecules were selected as the heat controllers to modulate the interfacial thermal conductance (ITC) between the cathode, lithium cobalt oxide (LCO), and the separator, polyethylene (PE). Silane-based SAMs molecules with different groups, including –NH2, –SH, and –CH3, were assembled into the LCO-PE composite's interphase. Through molecular dynamics (MD) simulations, our results demonstrate SAMs molecules-decorated LCO-PE nanocomposites give a notably improved interfacial heat transfer but are of different magnitude. Such difference mainly results from the different non-bonded interactions and compatibility between SAMs molecules and PE. Of the three SAMs molecules, the assembled 3-aminopropyl trimethoxysilane (APTMS) featuring –NH2 groups improves the ITC the most, about 303.29% in comparison with the pristine interface. Furthermore, these findings help elucidate the underlying mechanisms of how SAMs molecules improve heat transfer across the LCO-PE interphase. Specifically, such enhancement is greatly attributed to the unique SAMs molecules, which build the new heat transfer pathways between LCO and PE, straighten SAMs molecules’ morphology, remove the discontinuities in the temperature field, develop the strong non-bonded interactions between SAMs molecules and PE, and strengthen the coupling vibration of two materials. These investigations provide a new perspective for designing composite's interphase to mediate the heat transfer and achieve more effective thermal management across the interphase.",Applied Surface Science
Se and Fe co-doping in Ni2P/Ni12P5/NF: Highly active and ultra-long stability of the oxygen evolution reaction,"© 2022 Elsevier B.V.Hydrogen production by water splitting is a promising hydrogen production technology, but limited by the slow OER reaction kinetics, the development of high-performance OER catalysts is urgently needed. Herein, a three-step process of hydrothermal, electrodeposition and phosphorization was carried out to grow nanoparticulate Se, Fe-Ni2P/Ni12P5 on NF (Se, Fe-NiP/NF) in this work. The catalyst exhibits excellent OER electrocatalytic performance, requiring an overpotential of only 225 mV to achieve a current density of 10 mA·cm−2 with a Tafel slope of only 33 mV · dec−1, and can maintain stability for more than 100 h under alkaline conditions. Remarkably, the surface of the nanoparticles after stability testing was rougher, exposing many very small nanoflakes thus exposing more active sites, which is responsible for its extremely long time stability. The results show that the co-doping of Se and Fe can effectively reduce the energy barrier of electrocatalytic reactions and improve the morphology, which provides a new approach to explore high-performance and corrosion-resistant electrocatalysts.",Applied Surface Science
Two-Dimensional metal-free compounds of BC4N and BC6N2 with boron atoms as highly efficient catalytic centers toward sulfur redox in lithium-sulfur batteries,"© 2022 Elsevier B.V.Lithium-sulfur (Li-S) batteries are considered as ideal next-generation energy storage devices, the commercial applications of them are hindered by their inherent drawbacks of shuttle effect and sluggish conversion among lithium polysulfides (LiPs). To tackle these issues, significant research efforts have been devoted to designing high-performance metal-based catalysts implemented in the sulfur cathodes, which however face the challenges of source scarcity and cycling instability. Here, based on first-principles calculations, we investigated our previously predicted two-dimensional (2D) metal-free boron-containing catalysts of BC4N and BC6N2 and found that they possess strong trapping capability for LiPs adsorption energy as low as −6.41 eV beneficial for suppressing shuttle effect. Moreover, BC4N exhibits even superior catalytic performances toward the redox of sulfur, which can be evidenced by the low free energy change of the rate determining step of reduction reaction and small energy barrier of 0.80 eV for Li2S decomposition, outperforming most previously reported metal-based catalysts. Our research can pave a new way for designing new 2D metal-free catalysts in Li-S batteries, which highlights the importance of boron atoms in suppressing shuttle effect and catalyzing sulfur redox.",Applied Surface Science
The surface functional modification of Ti3C2Tx MXene by phosphorus doping and its application in quasi-solid state flexible supercapacitor,"© 2022The surface modification of MXene by heterogeneous atoms shows great potential in improving the charge storage capacity of MXene. Herein, a strategy of rapid in-situ phosphorus doping at low temperature is demonstrated for preparing functionalized Ti3C2Tx MXene (Ti3C2Tx-P) using sodium hypophosphate as phosphorus source. The phosphorus doping can increase the layer spacing of Ti3C2Tx and yield P[sbnd]O and P[sbnd]C bonds in Ti3C2Tx, resulting in more rapid paths for the migration of electrolyte ions into electrode and more active sites for pseudocapacitance effects. As flexible electrode of supercapacitor, the specific capacitance of Ti3C2Tx-P reaches as high as 476.9F g−1 (745.4F cm−3), which is far larger than that of the raw Ti3C2Tx (344.4F g−1, 438.5F cm−3). In addition, a flexible quasi-solid supercapacitor device assembled by Ti3C2Tx-P film shows high specific capacitance of 103F g−1 at 5 mV s−1. When the power density is 250 W kg−1 and 10000 W kg−1, the corresponding energy density reaches 15.8 Wh kg−1 and 6.1 Wh kg−1, respectively. Therefore, our work not only reveals the role of P atom doping in improving the structure, composition and electrochemical performance of Ti3C2Tx, but provides a method for surface modification and functionalization of MXene materials.",Applied Surface Science
Co and N co-doped hierarchical porous carbon as peroxymonosulfate activator for phenol degradation via nonradical pathway mechanism,"© 2022Developing catalysts with high metal utilization rates for activation of peroxymonosulfate (PMS) has attracted extensive attention. Herein, Co and N co-doped hierarchical porous carbon (Co/HOPNC) was synthesized successfully for peroxymonosulfate (PMS) activation to degrade phenol. Transmission Electron Microscope (TEM) confirmed that this hierarchical porous carbon indeed offered a site for the highly dispersed with low doping amount of Co. The 1.5 % Co/HOPNC exhibited the optimal removal efficiency and admirable adaptability to pH, temperature and different co-existing ions, which was credited to the highly dispersing Co atoms. Furthermore, the leaching of Co showed a neglectable impact on catalytic efficiency, revealing metal leaching was indeed inhibited. Remarkably, singlet oxygen (1O2) and high-valence Co-oxo species were verified as major contributors to enhance the catalytic activity. This finding gives a unique insight in PMS activation mechanism triggered nonradical pathways of hierarchical porous carbon materials. Moreover, the 1.5 % Co/HOPNC displayed an outstanding effect on phenol degradation in actual wastewater which expressed great potential in practical applications.",Colloids and Surfaces A: Physicochemical and Engineering Aspects
Effect of sodium dodecyl sulfate surfactant concentrations on the novel strontium copper oxide nanostructures for enriching hydrogen evolution reaction electrochemical activity in alkaline solution,"© 2022 Elsevier B.V.Nowadays, hydrogen evolution reaction (HER) has gained more attention than the oxygen evolution reaction (OER) in water-splitting. The OER, which involves a four-electron process, is more complex whereas the HER, which involves a two-electron process, is more easy. Hydrogen is one of the promising and efficient energy carriers for renewable and sustainable energy yield. In this work, we have successfully prepared a low-cost electrocatalyst of strontium copper oxide (SCO) through a simple co-precipitation method, followed by an annealing process. The X-ray diffraction is consistent with an orthorhombic structure of SCO. The different modes of vibrations containing Cu, Sr, and O bonds were identified by using the Raman and Fourier transform infrared spectra. The scanning electron microscopy images confirmed that the introduction of sodium dodecyl sulfate (SDS) surfactant allowed to control the size and morphology of the prepared material. Electrochemical measurements indicated that 2 wt% SDS-assisted SCO material exhibited excellent HER performance and high stability. It achieved 166 mV to deliver 10 mA/cm2 and attained the low 124 mV/dec Tafel slope value, indicating that hydrogen evolution reaction followed the Volmer–Heyrovsky mechanism. Compared to the pure and 1 wt% SDS-SCO, 2 wt% SDS-SCO material exhibited a high electrochemically active surface area (ECSA) of 19.3 cm2 and showed a low 0.33 Ω charge-transfer resistance, indicating the presence of supplementary active sites and enhanced electrical conductivity than the reference electrocatalysts. Hence, this work could be considered as a successful approach in exploring the performance of alkaline-based metal oxides in electrochemical hydrogen evolution reactions.",Journal of Alloys and Compounds
Three-dimensional SnCu scaffold with layered porous structure enable dendrite-free anode of lithium metal batteries,"© 2022 Elsevier B.V.Lithium metal anode with unparalleled theoretical specific capacity, ultra-low redox potential is a magic weapon to further enhance the energy density of the rechargeable batteries. Unfortunately, fragile solid electrolyte interphase, notorious dendritic growth and infinite volume expansion seriously hindered its commercialization process. Herein, a dendrite-free 3D SnCu scaffold is obtained by a simple, flexible replacement reaction. The porous SnCu with ordered layered structure can induce uniform Li deposition, suppress dendrites growth by reducing the local current density. What's more, the introduction of metal Sn enhance the lithiophilicity of Cu substrate, therefore decreasing the Li nucleation overpotential. Compared with planar Cu foil scaffold, the synthesized 3D SnCu current collector with dendrite-free morphology significantly improve the electrochemical performance of anode. The as-prepared SnCu scaffold obtains a highly Coulombic Efficiency of 94.2 % after 250 h in half-cells, and symmetrical Li@ 3D Sn/Cu cells exhibit stable cyclic for more than 1000 h at different current density (1and 5 mAh cm−2).",Journal of Alloys and Compounds
The generation of carbon/oxygen double defects in FeP/CoP-N-C enhanced by β particles for photic driving degradation of levofloxacin,"© 2022 Elsevier B.V.Carbon-based materials have been widely studied for their special electronic structure and excellent catalytic performance. In this work, polypyrrole carbon-based precursors were prepared by the polymerization of pyrrole and phytic acid with the high coordination ability of Fe and Co. Then, an FeP/CoP-N-C-X catalyst with a three-dimensional net][work structure was obtained by high-temperature calcination, which was used for the degradation of levofloxacin (LEV). The obtained results showed that FeP/CoP-N-C-700 could completely remove LEV within 40 min. XPS, Raman spectroscopy and EPR spectroscopy demonstrated the existence of a typical carbon/oxygen double-defect structure in FeP/CoP-N-C-700. XPS results shows that the percentage of oxygen defects in the O element of FeP/CoP-N-C-700 was 73.05 %. DFT calculation results shows that the d-band center of FeP/CoP-N-C-700 with carbon/oxygen double defect was −1.35 eV, while that of FeP/CoP-N-C-700 without carbon/oxygen double defect was −1.78 eV. These results indicates that the carbon/oxygen double defects could change the distribution of local electrons in FeP/CoP-N-C-700, which made it exhibit higher n-type conductivity and charge separation efficiency. After each five photocatalytic cycles, FeP/CoP-N-C-700 was treated by electron beam irradiation, and the removal rate of LEV increased from 81.2 % to 96.32 %. XPS, Raman spectroscopy and EPR spectroscopy demonstrate that carbon/oxygen double defects in FeP/CoP-N-C-700 can be regenerated by electron beam irradiation, which could greatly improve the service life of the catalyst. Furthermore, LC-MS results indicates that FeP/CoP-N-C-700 preferentially dissociates the piperazinyl group in levofloxacin and exhibits a single degradation pathway for it. This work not only provides a new idea for the regeneration of materials and the improvement of cycle performance, but also provides a new strategy for the application of electron beam irradiation in the field of photocatalysis.",Separation and Purification Technology
Spaced-confined heterostructure engineering enables rapid ion transport in MoS2–Co9S8@C yolk-shell polyhedron for efficient lithium storage,"© 2022 Elsevier B.V.The out-of-plane van der Waals interaction between stack molybdenum sulfide layers is not conducive to ion transport in Li-ion capacitors, resulting in the decreasing cycling and rate performance. To improve the ion transfer ability, it is an effective strategy to optimize interatomic forces by using refined architectures to construct interface atomic structure. Herein, a space confined molybdenum sulfide-cobalt sulfide heterostructure embed in carbon (MoS2–Co9S8@C) with yolk-shell polyheron morphology is reported via a sequential ion exchanging strategy. The refined heterostructure facilitates to build strong built-in electric field, enabling high ion transport efficiency in MoS2–Co9S8@C polyhedron anode. The space confined yolk-shell structure contributes to buffer the volume expansion effect. Benefitting from the structural confinement engineering and electronic structural engineering, MoS2–Co9S8@C yolk-shell heterostructure shows the excellent pseudocapacitance performance. In this case, a full cell of MoS2–Co9S8@C//porous carbon lithium-ion capacitor shows a high working voltage of ∼4 V, and the maximum energy and power densities of ∼172 Wh kg−1 and 22, 500 W kg−1, respectively.",Journal of Power Sources
Enhanced radical generation and utilization efficiency by interfacial enrichment and electronic regulation of CuMnO2/CeO2: Processes and mechanism,"© 2022 Elsevier B.V.As a radical predominant reaction, how to enhance the generation and utilization efficiency of radical through interface regulation then to improve its catalytic activity has been the long-term goal to promote its practical application. Realized the redox carrier may play multifunctional roles in catalytic reaction, CeO2 supported CuMnO2 (CuMnO2/CeO2) was successful constructed and the catalytic performance, reaction process and the relevant mechanism were compared with its simple physical mixed form (CuMnO2 + CeO2). It was found that the introduction of CeO2 provided a large specific surface area to strengthen the enrichment of pollutants at the interface (10 % vs 5 % for ofloxacin and 32 % vs 27 % for tetracycline hydrochloride). In addition, the activated CeO2 support enhanced the interfacial electron transfer process and promoted the generation of more highly active Ce3+ in CuMnO2/CeO2. Their synergistic effects shortened the migration distance from the formed radicals to target pollutants, thus improving the generation and utilization efficiency of radicals. So, the ofloxacin degradation rate in CuMnO2/CeO2 catalytic system was 3.25 times higher than that in CuMnO2 system (0.091 min−1 vs 0.028 min−1). Moreover, the ion dissolution experiment further confirmed that the CuMnO2/CeO2 catalytic system can effectively reduce the ion dissolution, which was one of the most important parameters for practical application. Thus, this work proposes a strategy for developing high activity and environmentally friendly heterogeneous Fenton catalysts based on the principles of interface enrichment and electronic regulation.",Separation and Purification Technology
Heterostructured ZIF-67@α-MnO2 based nanofibrous membranes for highly effective removal of low-molecular-weight pollutants from wastewater,"© 2022 Elsevier B.V.In this work, a thorn ball-like three-dimensional (3D) heterostructured ZIF-67@α-MnO2 catalyst consisting of ZIF-67 nanocages impaled by α-MnO2 nanorods were robustly embedded in polyacrylonitrile nanofibers by electrospinning technique for highly efficient removal of low-molecular-weight pollutants (LMWPs, like dyes and antibiotics) from wastewater. Benefiting from abundant active sites and enhanced charge transfer abilities provided by ZIF-67@α-MnO2 nanoparticles, the optimal ZIF-67@α-MnO2 nanofibrous membranes (NFMs) showed a significant response towards acid fuchsin (AF) in terms of comparable adsorption capacity (2495 mg/g) and impressive catalytic activity (degradation degree of 99 % AF within 20 min). In addition, the resultant membranes possessed satisfactory versatile catalytic activity toward tetracycline (95.3 %), norfloxacin (98.4 %) and doxycycline hyclate (89.2 %). Besides, the resultant membranes had high permeability of 1302 L·m−2·h−1 driven by gravity and could efficiently treat 370.5 L·m−2 AF (20 ppm), which was significantly higher than that of pure ZIF-67 NFMs (141.8 L·m−2). The successful fabricating of such membrane with extraordinary adsorption and catalytic performance provided a promising approach for high-performance catalytic membranes.",Separation and Purification Technology
Polyoxometalates-rich separator for fast polysulfide conversion kinetics and dense lithium deposition toward stable Li–S batteries,"© 2022 Elsevier B.V.Lithium−sulfur batteries have great potential in the field of next-generation energy-storage devices owing to their high theoretical energy density. However, the polysulfide intermediates shuttling seriously result in fast capacity degradation and poor cycling stability, thus hindering their commercial applications. In this paper, we choose polyvinylidene fluoride containing polar functional groups in its polymeric chain as polymer carrier to construct the H3PW12O40 firmly and uniformly decorated nanofibers membrane by electrospinning technique. Benefiting from the feature of “electron sponges”, H3PW12O40 can act as polysulfide mediator to significantly facilitate the liquid-liquid reaction kinetics of polysulfides in the electrode/separator interface. Besides, fewer cracks, pulverization and adhesion of dead lithium particles occurred in the lithium metal anode, demostrating a more homogeneous Li-ion flux distribution after using this membrane with three-dimensional network structure and abundant redox active sites. The cell with such bifunctional separator delivers a specific capacity of 966 mAh g−1 at 1.0 C, and retained a capacity of 682 mAh g−1 after 300 cycles, corresponding to an average capacity loss of 0.09% per cycle.",Journal of Alloys and Compounds
"Two-dimensional metal-organic frameworks: From synthesis to biomedical, environmental, and energy conversion applications","© 2022 Elsevier B.V.Two-dimensional metal-organic frameworks (2D MOFs) are currently intelligent multifunctional nanostructure materials receiving accelerated attention for different applications in biomedical, environmental remediations, and energy conversion. This is due to their exceptional properties and advantages over conventional materials. They have appealing two-dimensionalities, crystallinity, connecting metal ions with organic linkers, ultrahigh surface areas, nanoscale structures, tunable cage/porous sizes, large surface-to-volume ratios, a larger number of active metal ion sites, flexible skeletons, proficiency in electron transports and transfer capability, and reasonable design strategies. Distinctly, the current study presents recent advances in the 2D MOFs for environmental remediations, energy conversion, and biomedical applications. It started with a comprehensive review of the synthesis strategies of the 2D materials, followed by the strategic modification approach for 2D MOFs for different applications. Unlike the available reviews in the field, the study includes detailed discussions in the biomedical (including biosensing, therapeutic delivery, bioimaging, biocatalysis, photodynamic therapy, biocompatibility, and toxicity), environmental remediations of pollutants (focusing on the various organic and inorganic pollutants remediations), and energy conversion (including nitrogen reduction reaction (NRR), oxygen reduction reaction (ORR), CO2 reduction reaction (CO2RR), overall water splitting, oxygen evolution reaction (OER) and hydrogen evolution reaction (HER) with the corresponding performance of 2D MOFs in these fields, fundamental concepts and mechanisms. The new engineering strategic protocols for accelerating the performance of 2D MOF materials for various applications and some insights into future research discussed in the present study were absent in the available literature. To bridge the knowledge gaps, some associated weaknesses and strengths, and the treatment strategies of the past studies were discussed. In addition, some vital outlooks and recommendations for advancing the 2D MOFs and the corresponding applications in biomedical, environmental remediations of organic and inorganic pollutants, NRR, CO2RR, OER, ORR, HER, and overall water splitting toward realistic industrial expectations were discussed. This review will help the scientific community to understand the research hotspot and the necessity for the fabrication of more viable novel 2D MOFs for clean energy, environmental, and biomedical security in a more eco-friendly approach to alleviate greenhouse gas emissions, global energy shortage, biomedical and environmental insecurity challenges.",Coordination Chemistry Reviews
Two-dimensional HfTe2 monolayer treated by dispersed single Pt atom for hazardous gas Detection: A First-principles study,"© 2022 Elsevier B.V.Developing sensing materials with high response and selectivity to hazardous gases is crucial in industry, environmental area, and human life safety. In this work, the adsorption and sensing behavior of pristine and single Pt atom doped HfTe2 monolayer to six different hazardous gases (NO2, NO, CO, SO2, H2S, and NH3) were proposed theoretically. The adsorption configurations, adsorption energies, electron transfers, and the ratio of long-range interactions were compared. To discuss the response and desorption process, the work function, occupation function, and desorption time were investigated. It is found that, for pristine HfTe2, the ratio of long-range interactions is larger than 0.5 for most of hazardous gases except NO, but after the introduction of Pt, the adsorption energies increase while the ratio of long-range interactions decrease for all six hazardous gases. This phenomenon is ascribed to the conspicuous enhancement of the chemical and short-range interactions between adsorbed gas molecule and Pt atom. In addition, Pt-HfTe2 has high selectivity to CO at room temperature to about 400 K, and if CO is absent, Pt-HfTe2 shows high selectivity to NO2 at room temperature. The response of Pt-HfTe2 depends on the change of the work function. This study explored the theoretical sensing behavior of single Pt doped HfTe2 as work function-based gas sensor toward different molecules.",Applied Surface Science
A hierarchically porous TiN/N-C electrocatalyst with high interface utilization for lithium-sulfur batteries,"© 2022 Elsevier B.V.Lithium-Sulfur Batteries (LiSBs) are prevented to apply in practice by the irreversible loss from the cathode and difficult conversation kinetics of lithium polysulfides (LiPSs). An ideal S host material should possess high conductivity and sufficiently dispersed catalytic active sites to precisely restore the dissolved LiPSs to the surface of the S host material. In traditional catalyst design, porous carbonaceous materials are often selected as carriers for the nano-catalytic activity sites. However, non-polar pure carbon interfaces, where without nano-catalytic activity sites covered, have a very weak affinity to LiPSs. Here, we use ammonia as a nitrogen source to anneal the reduced aerogel (graphene oxide (rGO) supported nano-TiO2) at high temperatures. The N element is atomically doped into the lattice of the carbon matrix, and the nano-TiO2 is converted to nano-TiN. A hierarchically porous and high conductivity TiN/N-C is prepared, in which the nano-TiN is well dispersed on the surface of N-doped rGO as an active center for catalyzing LiPSs conversion. The doped-N elements significantly increase the proportion of the polar surface. The S@TiN/N-C composite cathode delivered an excellent long-life cycling performance, and the reversible discharge specific capacity faded from 1224 ± 16 to 675 ± 31 mAh g−1 after 930 cycles. More importantly, after 150 cycles with a high S loading, a reversible areal capacity of 4.1 mAh cm−2 can be achieved.",Applied Surface Science
Advanced MOF-derived carbon-based non-noble metal oxygen electrocatalyst for next-generation rechargeable Zn-air batteries,"© 2022 Elsevier B.V.Zn-air batteries (ZABs) are considered as one of the most prospective green electrochemical energy storage and conversion devices due to their low-cost, high-energy density, environment friendly and satisfactory safety. However, the performance of ZABs is largely limited according to the activity of oxygen electrocatalysts. Precious metal Pt-based catalysts are often used together with Ru- or Ir-based catalysts for rechargeable ZABs. However, the high price and scarce resources limit their commercialized production. Metal-organic framework (MOF) materials have been considered as a valuable candidate for cathode material of ZAB due to their suitable price, unique porous crystal structure and adjustable chemical characteristics. However, the poor electrical conductivity and insufficient chemical stability severely limit their applications in electrocatalysis. In this work, the recent development of MOF-derived carbon-based non-noble metal carbon materials as cathode catalysts for rechargeable ZABs including morphology design, chemical composition and electrochemical performance is reviewed. The catalytic mechanism of MOF-based non-noble metal carbon materials is systematically summarized, and the main points determining the electrochemical performance of MOF-derived carbon-based non-noble metal electrocatalysts are discussed in detail. Promising strategies for improving bifunctional catalytic activity are then highlighted. Finally, the sustainability research, challenges and prospects of MOF-derived carbon-based non-noble metal materials used in ZABs are proposed.",Coordination Chemistry Reviews
Multi-enzyme activity nanozymes for biosensing and disease treatment,"© 2022 Elsevier B.V.In cells, multi-step biochemical reactions catalyzed by multi-enzyme biocatalysts are critical. While, multi-enzyme biocatalysts have evolved to catalyze these diverse reactions in biological systems. Based on this, multi-enzyme biocatalysts have tremendous potential in biocatalysis, bioassays, and therapeutic applications. However, the construction of multi-enzyme systems often suffer from intrinsic shortcomings, such as being time-consuming, complicated, and expensive. Recently, many nanomaterials have demonstrated multi-enzyme activity, among which multi-enzyme activity nanozymes are ideal candidates for multi-enzyme biocatalysts. Then, this review summarized the up-to-date research developments in the field of multi-enzyme activity nanozymes. We systematically introduced the detailed classification of multi-enzyme activity nanozymes based on the redox reaction, followed by a discussion of the possible catalytic mechanisms of the representative metal. In addition, we summarized several strategies employed to regulate the multi-enzyme activity of nanozymes as well as their potential applications in biosensing and disease treatment. Finally, the opportunities and challenges pertaining to these nanozymes are proposed. This review is expected to provide a paradigm for the design of nanozymes with multiple enzymatic and the regulation of their activities for biomedical applications.",Coordination Chemistry Reviews
Electrophoretic deposition of Ti3C2Tx MXene nanosheet N-carbon cloth as binder-free supercapacitor electrode material,"© 2022 Elsevier B.V.Despite the existing advances of Ti3C2Tx MXene as supercapacitor electrode material, its capacitance can be further enhanced through the composite strategy. In this work, the nitrogen-doped superhydrophilic carbon cloth (ENCC) was firstly prepared by N-doping of carbon cloth (CC), and then Ti3C2Tx MXene nanosheets were electrophoretically deposited to yield the binder-free Ti3C2Tx(EPD)/ENCC as supercapacitor electrode material. As a result, the composite electrode exhibited an area-specific capacitance of 2080.1 mF·cm−2 at 1 mA·cm−2 current density. The analysis implied that the varying Ti valence states provided certain psedocapacitance to the capacitance of the as-prepared electrode, though the main contribution was still dominantly from the electric double layer capacitance (EDLC). Further, the assembled symmetric supercapacitor yielded a wide voltage window of 1.8 V, and a good cyclic stability with 91% capacitance retention after 10,000 charge/discharge cycles at 20 mA·cm−2. Overall, the employed composite strategy enabled the good dispersion of the MXene flakes on the surface of the flexible substrate. Meanwhile, the large number of functional groups (-OH, -F, etc.) on the surface of Ti3C2Tx MXene interacted with the carbon layer through hydrogen bonding effects, which endows it as an ideal electrode for electrochemical capacitors.",Journal of Alloys and Compounds
Synergy of physical and chemical constraints for stable lithium-sulfur batteries,"© 2022 Elsevier B.V.Lithium-sulfur battery is an appealing battery system, but it also suffers from the shuttle effect of lithium polysulfide (LiPS) and an unstable cycling life. Physical constraints to polysulfide via coating and chemical constraints from Lewis Acid-Based catalysis are considered as two promising solutions to achieve improvements. Herein, we design a porous polypyrrole-coated cobalt-rich bimetallic oxide (CoFe2O4 @PPy) via a simple method. It endows the cathode with abundant pore structure and adsorption/catalytic sites (N/O and Fe/Co), which can alleviate the polysulfide shuttle phenomenon and protect from sulfur lost. Because of an important synergy between physical and chemical constraints applied to LiPS, CoFe2O4 @PPy/S composite cathode shows excellent performance with a low capacity decay rate of 0.035 % per cycle after 300 cycles at 1 C.",Journal of Alloys and Compounds
Abundant oxygen vacancies constructed by deep reduction strategy to achieve ultra-high peroxomonosulfate activation efficiency for degrading organic pollutions in water,"© 2022 Elsevier B.V.Herein, peroxymonosulfate (PMS)-like Fenton oxidation catalyst (DR-Vo-Co3O4) with rich oxygen vacancies and carved flower-like structures were constructed using Co3O4 as precursor via deep reduction strategy. DR-Vo-Co3O4 could activate PMS to achieve almost 100% degradation of sulfadiazine (SD) within 1 min with ultra-high efficiency, possessing a degradation rate constant (k) value as high as 5.9 ± 0.2 min−1, which was 86 and 5 times higher than the unreduced and reported maximum, respectively. Furthermore, the catalytic system showed unparalleled reactivity towards 14 different types of contaminants, with the maximum k value even exceeding 20 min−1. The carved flower-like structure of DR-Vo-Co3O4 catalysts not only facilitated PMS adsorption, but also provided more reaction sites for PMS activation. Meanwhile, rich oxygen vacancies could effectively tune the DR-Vo-Co3O4 surface electronic state to further accelerate charge transfer, significantly enhancing PMS oxidation efficiency. Catalytic mechanism analysis revealed that 1O2 and O2•− played a dominant role in contaminant degradation.",Applied Catalysis B: Environmental
Isomorphic substitution of goethite by cobalt: Effects on the pathway and performance of peroxymonosulfate activation,"© 2022 Elsevier B.V.Isomorphic substitution of Goethite (α-FeOOH) by metal elements with similar radii can greatly alter its physicochemical properties. Herein, a cobalt-substituted α-FeOOH (FeCox) was synthesized by simple coprecipitation on the atomic scale. The effect on the activation of peroxymonosulfate (PMS) was explored using tetracycline (TC) as a model pollutant. Compared with the α-FeOOH, the performance of FeCo10 on PMS activation was greatly enhanced, and 95.4 % of TC was removed within 10 min. Cobalt substitution significantly decreased the metal ion leaching of the catalyst, and the iron and cobalt leaching of FeCo10 was only 4.023 and 33.614 μg/L. Co substitution altered the activation pathway of α-FeOOH for PMS. Electron paramagnetic resonance (EPR) and quenching experiments indicated that singlet oxygen (1O2) was the dominant reactive oxygen species (ROS) in the reaction system. The activation of PMS was achieved by the process that PMS was first complexed with hydroxyls (–OH) on the surface of FeCo10, after which Fe and Co species in FeCo10 broke the peroxide bond. The reaction system could operate efficiently under different concentrations (2–250 mM) of Cl-, HCO3-, SO42- and NO3-. The excellent catalytic performance of FeCo10 was due to the structural defects caused by the introduction of Co, which significantly increased the –OH sites and electron transmission capacity of the catalyst. This work has proved that isomorphic substitution was an effective strategy for improving the PMS activation performance of α-FeOOH.",Chemical Engineering Journal
