Lychee seed-derived microporous carbon for high-performance sodium-sulfur batteries,"© 2022 Elsevier LtdSodium-sulfur (Na–S) batteries are regarded as one of the promising next-generation energy storage systems; while being more cost-effective than lithium-sulfur batteries, Na–S batteries also suffer from the shuttle effect. Different strategies to tackle the long-chain polysulfide product shuttling issue have been proposed, mainly focusing on sulfur product confinement with costly materials and complex methods. Seeking high-performance and low-cost electrode material precursors is of great importance to promoting Na–S battery applications. We present a high specific surface area microporous carbon framework synthesized from degradable biowaste, namely lychee seeds, with a facile room-temperature etching process. Unlike the traditional dissolution-precipitation mechanism, a quasi-solid-state route takes place with the help of micropore (0.48 nm) confinement, preventing the formation of long-chain polysulfides for excellent electrochemical performance. The obtained Na–S battery exhibits an outstanding initial reversible discharge specific capacity of 1395 mAh g−1 at 0.2C and still maintains a high capacity of 518 mAh g−1 after 500 cycles at 1.0C. The lychee seed-derived microporous carbon provides insights into sustainable and scalable host fabrication for high-performance sulfur-based batteries.",Carbon,10.1016/j.carbon.2022.09.075
Layered-like structure of TiO2-Ti3C2 Mxene as an efficient sulfur host for room-temperature sodium-sulfur batteries,"© 2021 Elsevier B.V.The ideal sulfur supporting material for room-temperature sodium-sulfur (RT-NaS) batteries would concurrently incorporate adsorption capabilities, and high-electrical conductivity, which are essential for improving cycling stability and crucial for enhancing cycling stability and implementation in large-scale applications. In this work, the layered-like structure of TiO2-Ti3C2 Mxene was prepared by a simple hydrothermal method. The prepared TiO2-Ti3C2 material possesses a better optimal structure, which showed the evenly dispersed TiO2 on the Ti3C2 (Ti3C2). The layered-like structure material combines the decrease of volume expansion and the high conductivity of Ti3C2. After being impregnated with sulfur, a significant specific capacity of 255.196 mA h/g was achieved after 1500 cycles at a 1 C-rate with a low-capacity decay. The layered-like structure of TiO2-Ti3C2 prepared by the hydrothermal method is an auspicious cathode material for RT-NaS batteries.",Journal of Alloys and Compounds,10.1016/j.jallcom.2021.160910
"Sub-zero and room-temperature sodium–sulfur battery cell operations: A rational current collector, catalyst and sulphur-host design and study","© 2021 Elsevier B.V.Minimizing polysulfide-shuttling while using a high-sulfur loaded cathode is vital in the effort to realize practical room-temperature sodium-sulfur (RT Na–S) batteries. Because of their inexpensive, highly abundant materials, these batteries have great potential as future, low-cost, stationary energy storage devices. The sluggish kinetics associated with the electrochemical conversion of electrolyte-soluble Na-polysulfides into insoluble final products causes a rapid accumulation of the intermediates in the electrolyte that escalates the polysulfide-shuttling. We report indium tin oxide nanoparticles decorated onto activated carbon cloth (ITO@ACC) as an electrocatalytic substrate that immobilizes the higher-order Na-polysulfides and also promotes their conversion into the insoluble end-discharge products and thus suppresses the accumulation of intermediate products in the electrolyte. The conversion into the insoluble end-discharge product is confirmed by electron paramagnetic resonance (EPR) spectroscopy to be via a free-radical coupling mechanism. At 20 °C, the ITO@ACC-catalyzed sodium-sulfur batteries (6.8 mg(S) cm–2) gave an early cycle capacity of 684 mA h g(S)–1 and after 1000 cycles the capacity was maintained at 445 mA h g(S)–1 at a 0.5C rate. Moreover, a subzero-temperature sodium-sulfur battery is also realized for the first time; operating at –10 °C, the initial specific capacity of the battery operating at 0.1C at this temperature was 342 mA h g(S)–1 and after 100 cycles, the capacity was maintained at 310 mA h g(S)–1.",Energy Storage Materials,10.1016/j.ensm.2021.08.014
Metal-based electrocatalysts for room-temperature Na-S batteries,"© 2021 The Royal Society of Chemistry.Room-temperature sodium-sulfur (RT Na-S) batteries have recently captured intensive research attention from the community and are regarded as one of promising next-generation energy storage devices since they not only integrate the advantages in high abundance and low commercial cost of elemental Na/S but also exhibit exceptionally high theoretical capacity and energy density. Whereas, the notorious shuttle effect of soluble intermediates and sluggish kinetics remain two main obstacles for RT Na-S batteries to step into new developmental stage. Recently, impressive advancements of metal-based electrocatalysts have offered a viable solution to stabilize S cathodes and unlocked new opportunities for RT Na-S batteries. Here, we underline the recent progress on metal-based electrocatalysts for RT Na-S batteries for the first time by shedding light on this emerging but promising field. The involved metal-based electrocatalysts include metals, metal oxides, metal sulfides, metal carbides, and other metal-based catalytic species. Our emphasis is focused on the discussion of design, fabrication, and properties of these electrocatalysts as well as interactions between electrocatalysts and sodium polysulfides. Otherwise, some potential electrocatalysts for RT Na-S batteries are pointed out as well. At last, perspectives for the future development of RT Na-S batteries with S cathode electrocatalysts are offered.",Materials Horizons,10.1039/d1mh01326b
"A sodium bis(perfluoropinacol) borate-based electrolyte for stable, high-performance room temperature sodium-sulfur batteries based on sulfurized poly(acrylonitrile)","© 2021 The Author(s)Sodium bis(perfluoropinacol)borate, NaB[O2C2(CF3)4]2 (Na-PPB), as part of the electrolyte is introduced to room temperature (RT) sodium-sulfur batteries based on a sulfurized poly(acrylonitrile) (Na-SPAN) cathode. Na-PPB was stable under atmospheric conditions for 20 days and showed no sign of degradation. Na-SPAN full cells based on a Na-PPB electrolyte demonstrated excellent oxidation stability against various current collectors and delivers a high discharge capacity of >950 mAh/gsulfur with 100 % coulombic efficiency over 500 cycles.",Electrochemistry Communications,10.1016/j.elecom.2021.107137
Porous Heteroatom-Doped Ti3C2TxMXene Microspheres Enable Strong Adsorption of Sodium Polysulfides for Long-Life Room-Temperature Sodium-Sulfur Batteries,"© The practical application of Na-S batteries is largely hindered by their low mass loading, inferior rate capability, and poor cycling performance. Herein, we report a design strategy for encapsulation of sodium polysulfides using Ti3C2Tx MXene. Porous nitrogen-doped Ti3C2Tx MXene microspheres have been synthesized by a facile synthesis method. Porous nitrogen-doped Ti3C2Tx MXene microspheres contain abundant pore structures and heteroatom functional groups for structural and chemical synergistic encapsulation of sodium polysulfides. Sodium-sulfur batteries, based on the as-proposed cathode, demonstrated outstanding electrochemical performances, including a high reversible capacity (980 mAh g-1 at 0.5 C rate) and extended cycling stability (450.1 mAh g-1 at 2 C after 1000 cycles at a high areal sulfur loading of 5.5 mg cm-2). This MXene-based hybrid material is a promising cathode host material for polysulfide-retention, enabling high-performance Na-S batteries.",ACS Nano,10.1021/acsnano.1c05193
Ni@Ni3N Embedded on Three-Dimensional Carbon Nanosheets for High-Performance Lithium/Sodium-Sulfur Batteries,"© 2021 American Chemical Society.Lithium-sulfur (Li-S) batteries are recognized as one of the most promising next-generation energy storage devices, but their practical application is greatly limited by several obstacles, such as the highly insulating nature and sluggish redox kinetics of sulfur and the dissolution of lithium polysulfides. Herein, three-dimensional carbon nanosheet frameworks anchored with Ni@Ni3N heterostructure nanoparticles (denoted Ni@Ni3N/CNS) are designed and fabricated by a chemical blowing and thermal nitridation strategy. It is demonstrated that the Ni@Ni3N heterostructure can effectively accelerate polysulfide conversion and promote the chemical trapping of polysulfides. Meanwhile, the carbon nanosheet frameworks of Ni@Ni3N/CNS establish a highly conductive network for fast electron transportation. The cells with Ni@Ni3N heterostructures as the catalyst in the cathode show excellent electrochemical performance, revealing stable cycling over 600 cycles with a low-capacity fading rate of 0.04% per cycle at 0.5 C and high-rate capability (594 mAh g-1 at 3 C). Furthermore, Ni@Ni3N/CNS can also work well in room-temperature sodium-sulfur (RT-Na/S) batteries, delivering a high specific capacity (454 mAh g-1 after 400 cycles at 0.5 C). This work provides a rational way to prepare the metal-metal nitride heterostructures to enhance the performance both of Li-S and RT-Na/S batteries.",ACS Applied Materials and Interfaces,10.1021/acsami.1c11793
Ultra-Stable Cycling of High Capacity Room Temperature Sodium-Sulfur Batteries Based on Sulfurated Poly(acrylonitrile),"© 2021 The Authors. Batteries & Supercaps published by Wiley-VCH GmbHWe report on a room temperature (RT) sodium-sulfur (Na−S) battery based on a sodium anode, a sulfurated poly(acrylonitrile) (SPAN) cathode and an electrolyte containing sodium tetrakis(hexafluoroisopropyloxy) borate (Na[B(hfip)4]; hfip=hexafluoroisopropoxide) in a mixture of ethylene carbonate (EC), dimethyl carbonate (DMC) and fluoroethylene carbonate (FEC). The hfip anion as a weakly coordinating anion (WCA) provides high anodic stability, high ionic conductivity, and superior electrochemical performance in carbonate-based solvents. The Na-SPAN cell exhibits an initial discharge capacity of 1360 (Formula presented.) and a remarkable reversible capacity of 1072 (Formula presented.) after 1000 cycles at 3 C (C=C-rate, 5.025 (Formula presented.)) with an insignificant average capacity decay of less than 0.021 % per cycle. A careful choice of the discharge cut-off potential (DCP) reveals that a DCP of 0.2 V allows for stable cycling for more than 500 cycles while a DCP of 0.5 V results in a constant capacity decay. The excellent cycle stability at a DCP of 0.2 V is likely to be caused by the high conversion of the SPAN-bound sulfur into Na2S.",Batteries and Supercaps,10.1002/batt.202100125
Mo2N–W2N Heterostructures Embedded in Spherical Carbon Superstructure as Highly Efficient Polysulfide Electrocatalysts for Stable Room-Temperature Na–S Batteries,"© 2021 Wiley-VCH GmbH.Room-temperature sodium–sulfur (RT Na–S) batteries are highly desirable for a sustainable large-scale energy-storage system due to their high energy density and low cost. Nevertheless, practical applications of RT Na–S batteries are still prevented by the shuttle effect of sodium polysulfides (NaPS), slow reaction kinetics of S, and incomplete conversion process of NaPS. Here, Mo2N–W2N heterostructures embedded in a spherical carbon superstructure (Mo2N–W2N@PC) are designed to efficiently suppress the “polysulfide shuttle” and promote NaPS redox reactions. The designed Mo2N–W2N@PC heterostructure with abundant heterointerfaces, high conductivity, and porosity can facilitate electron/ion diffusion and provide high catalytic activity for efficient NaPS conversion. The obtained Na–S battery delivers high reversible capacity with superior long-term cyclability (517 mAh g−1 at 1 A g−1 after 400 cycles) and unprecedented rate capability (417 mAh g−1 at 2 A g−1). Furthermore, the electrocatalysis mechanism is revealed by combining in situ X-ray diffraction (XRD), ex situ X-ray photoelectron spectroscopy (XPS), UV–vis spectra, and precipitation experiments. This work demonstrates a novel heterostructure design strategy that enables high-performance Na–S batteries.",Advanced Materials,10.1002/adma.202103846
Manipulating the Electronic Structure of Nickel via Alloying with Iron: Toward High-Kinetics Sulfur Cathode for Na-S Batteries,"© 2021 American Chemical Society.The sluggish conversion kinetics and severe shuttle effect in room-temperature Na-S (RT Na-S) batteries cause knotty issues, such as poor rate performance, fast capacity decay as well as low Coulombic efficiency, which seriously impede their practical application. Therefore, exploiting cost-effective and efficient electrocatalysts for absorbing soluble long-chain sodium polysulfides (NaPSs) and expediting NaPSs conversion is of paramount importance. Herein, catalyst mining is first conducted by density functional theory calculations, which reveal that the alloying of Fe into Ni can tailor the electronic structure, leading to lower reaction energy barrier for polysulfide conversion. Based on this, FeNi3@hollow porous carbon spheres (FeNi3@HC) as a promising sulfur host for RT Na-S batteries are rationally designed and fabricated. As expected, the S@FeNi3@HC cathode exhibits an excellent cycling stability (591 mAh g-1 after 500 cycles at 2 A g-1) and outstanding rate performance (383 mAh g-1 at 5 A g-1). Our work demonstrates an effective strategy (i.e., alloying strategy with a rich electron state) to design superior electrocatalysts for RT Na-S batteries.",ACS Nano,10.1021/acsnano.1c05778
Designing dual-defending system based on catalytic and kinetic iron Pyrite@C hybrid fibers for long-life room-temperature sodium-sulfur batteries,"© 2021 Elsevier B.V.The poor conductivity and severe polysulfide dissolution greatly restrict the development of room-temperature sodium-sulfur (RT-Na/S) batteries. To address these issues, a dual-polysulfide-defending system based on catalytic and kinetic hybrid fibers is designed to realize high-performance and long-life for RT-Na/S batteries. The hollow carbon fibers filled with yolk-shell FeS2/C hollow nanocubes (FeS2-YSB@BIT) are constructed as the flexible sulfur host. The highly conductive and porous network ensures fast electron/ion transports and facilitates high mass loading. More impressively, the polar FeS2 boxes ensure the strong chemical binding and high catalytic redox reaction on polysulfides, which produce the first defense on polysulfide shuttle. Meanwhile, the FeS2@C/carbon nanotubes (CNT) hybrid film works as the modifying layer on the separator, which builds the second defense to ion shuttle. Taken the advantages of both dual-polysulfide-defending system and the hierarchical polar electrode, the RT-Na/S battery achieves superior high-rate capability, long-term cycling stability and high energy storages. It obtains an ultralow capacity decay rate (0.024%) during 1000 cycles at the rate of 2C with a high mass loading of 7.6 mg cm−2. Therefore, this work not only designs a freestanding kinetic and catalytic host for sulfur electrodes, but also provides a new design on RT-Na/S batteries to realize long life, superior rate capability and high energy storage synchronously.",Chemical Engineering Journal,10.1016/j.cej.2021.129681
Flower-Like Interlayer-Expanded MoS2−x Nanosheets Confined in Hollow Carbon Spheres with High-Efficiency Electrocatalysis Sites for Advanced Sodium–Sulfur Battery,"© 2021 Wiley-VCH GmbHThe room-temperature sodium–sulfur (RT-Na/S) battery is one of the most promising technologies for low-cost energy storage. However, application of RT-Na/S batteries is currently impeded by severe shuttle effects and volume expansion that limits both energy density and cycling stability. Herein, first, the first-principal calculation is used to find that the introduction of sulfur vacancies in MoS2 can effectively enhance polysulfide adsorption and catalytic ability as well as both the ion and electron conductivities. Then, unique MoS2−x/C composite spheres are further designed and synthesized with flower-like few-layer and interlayer-enlarged MoS2−x nanosheets space-confined in hollow carbon nanospheres by a “ship-in-a-bottle” strategy. With this novel design, the mass loading of S in the MoS2−x/C composite can be reached to as high as 75 wt%. Owing to the synergetic effect of interlayer-expanded and few-layer MoS2−x nanosheets and hollow carbon spheres matrix with high electronic/Na+ conductivity, the RT-Na/S batteries deliver highly stable cycle durability (capacity retention of 85.2% after 100 cycles at 0.1 A g−1) and remarkable rate capability (415.7 mAh g−1 at 2 A g−1) along with high energy density. This design strategy of defect- and interlayer-engineering may find wide applications in synthesizing electrode materials for high-performance RT-Na/S batteries.",Small,10.1002/smll.202101879
Multi-channel sulfurized polyacrylonitrile with hollow structure as cathode for room temperature sodium–sulfur batteries,"© 2021 Elsevier Inc.Sulfurized polyacrylonitrile (SPAN) has been comprehensively studied as a promising electrode material for sodium–sulfur batteries. However, problems such as low capacity and poor cycle stability still exist in room temperature sodium–sulfur batteries (RT-Na/S batteries). Here, a multi-channel sulfurized polyacrylonitrile (MSPAN) with hollow structure prepared by electrospinning technology was combined with polystyrene (PS) acting as a pore-forming agent, which not only provided a larger specific surface area and enlarged contact between electrode and electrolyte, but also limited the shuttling of polysulfides effectively, thereby improving the reversible specific capacity and rate performance of the electrodes. Through comparing the electrochemical performances of MSPAN on different current collectors, it was found that copper foil as the current collector favored the electrochemical performances of the materials. As a result, the MSPAN-2 used as the cathode for RT-Na/S batteries exhibited a high discharge specific capacity of 314.2 mAh g−1 at a current density of 2 ​A ​g−1. The fabrication of MSPAN provides a good example for improving the electrochemical performance of RT-Na/S batteries.",Journal of Solid State Chemistry,10.1016/j.jssc.2021.122359
Atomically dispersed S-Fe-N4 for fast kinetics sodium-sulfur batteries via a dual function mechanism,"© 2021 The AuthorsRoom-temperature sodium-sulfur batteries have significant potential for large-scale applications due to the low cost and high energy density of both sulfur and sodium. Nevertheless, the insulating nature of sulfur and the shuttle effect are impeding their practical application. Here we report that dispersed single-atom Fe sites anchored on a nitrogen-doped carbon matrix present an atomic-level strategy for the development of sulfur hosts. The electronic structure of sulfur is modified by the atomically dispersed Fe-N4 sites, which can transfer the electron to sulfur, thereby enhancing its reactivity. The S@Fe1-NMC cathode delivers a high reversible capacity of 1,650 mAh g−1 initially and 540 mAh g−1 after 500 cycles at 100 mA g−1. A dual function mechanism is observed on S-Fe-N4 sites, which can activate the polysulfides by weakening the S-S bonds and accelerate Na+ diffusion into Na-poor regions to engender a high driving force for Na2Sx decomposition, thus inhibiting the shuttle effect.",Cell Reports Physical Science,10.1016/j.xcrp.2021.100531
Electrochemical release of catalysts in nanoreactors for solid sulfur redox reactions in room-temperature sodium-sulfur batteries,"© 2021 The Author(s)Electrocatalysis-assisted entrapment of polysulfide while ensuring efficient nucleation of Na2S holds the key to addressing the shuttle effect and sluggish kinetics of polysulfide in room-temperature (RT) Na/S batteries. The constrained active sites, however, dramatically limit the efficiency of electrocatalysts. Here, a strategy of electrochemically releasing nano-silver catalytic sites during the discharge process is presented, visualized, and implemented for accelerated Na2S nucleation. Because of the effective polysulfide immobilization and accelerated Na2S nucleation, the sulfur cathode, supported by a self-released silver electrocatalyst, exhibits a superior reversible capacity of 701 mAh g−1 at 0.1 A g−1 and an ultra-stable cycling performance. Precise understanding of the electrochemically self-releasing mechanism and the catalysis in Na2S nucleation via in situ transmission electron microscopy (TEM) would aid, however, in fundamentally optimizing the working mechanism and for further development of more stable high-power RT Na/S batteries.",Cell Reports Physical Science,10.1016/j.xcrp.2021.100539
Mechanistic Insights into Interactions of Polysulfides at VS2Interfaces in Na-S Batteries: A DFT Study,"© Room temperature sodium-sulfur (Na-S) batteries, because of their high theoretical energy density and low cost, are considered as a promising candidate for next-generation energy storage devices. However, the practical utilization of the Na-S batteries is greatly hindered by various deleterious factors such as dissolution of sodium polysulfides (Na2Sn) into the electrolyte commonly termed as ""shuttle effect,""sluggish decomposition of solid Na2S, and poor electronic conductivity of sulfur. To overcome the challenges, we introduced single-layer vanadium disulfide (VS2) as an anchoring material (AM) to immobilize higher-order polysulfides from the dissolution and also to accelerate the otherwise sluggish kinetics of insoluble short-chain polysulfides. We employ density functional theory (DFT) calculations to elucidate the Na2Sn interactions at the VS2 interfaces. We show that the adsorption strengths of various Na2Sn species on the VS2 basal plane are adequate (1.21-4.3 eV) to suppress the shuttle effect, and the structure of Na2Sn are maintained without any decomposition, which is necessary to mitigate capacity fading. The calculated projected density of states (PDOS) reveals that the metallic character of the pristine VS2 is retained even after Na2Sn adsorption. The calculated Gibbs free energy of each elementary sulfur reduction reaction indicates a significant decrement in the free energy barrier due to the catalytic activity of the VS2 surface. Furthermore, VS2 is found to be an excellent catalyst to significantly reduce the oxidative decomposition barrier of Na2S, which facilitates accelerated electrode kinetics and higher utilization of sulfur. Overall, VS2 with strong adsorption behavior, enhanced electronic conductivity, and improved oxidative decomposition kinetics of polysulfides can be considered as an effective AM to prevent the shuttle effect and to improve the performance of Na-S batteries.",ACS Applied Materials and Interfaces,10.1021/acsami.1c10868
A Brief Overview of Room Temperature Na-S Batteries Using Composite Sulfur Cathode,"© 2021 Wiley-VCH GmbHThe research interests on sodium-sulfur (Na-S) batteries which have regained the worldwide attention from last few years. Na-S battery technology seems a good choice for future grid level stationary energy storage units where the cost is as important as the performance from practical applications point of view. This paper summarizes basic principle of operation, major benefits, and challenges of room temperature Na-S batteries using composite sulfur based cathodes. Few recent techniques employed by the research groups to develop composite sulfur cathodes for Na-S batteries are highlighted including the guidelines for upcoming Na-S batteries.",Macromolecular Symposia,10.1002/masy.201900206
Metal–Organic Frameworks-Derived Nitrogen-Doped Porous Carbon Nanocubes with Embedded Co Nanoparticles as Efficient Sulfur Immobilizers for Room Temperature Sodium–Sulfur Batteries,"© 2021 Wiley-VCH GmbHRoom temperature sodium–sulfur (RT Na–S) batteries are considered a promising candidate for energy-storage due to their high energy-density and low-cost. However, the shutting effect of polysulfides and sluggish kinetics of sulfur redox reactions still severely limit their practical implementation. Herein, a new type of 3D hierarchical porous carbonaceous nanocubes is reported as efficient sulfur hosts, composed of carbon nanotubes (CNT) and Co nanoparticles (NPs) uniformly embedded into a nitrogen-doped carbon matrix (NC). Because of the high specific surface area, large degree of graphitization, and the synergetic effects between Co NPs and N-doping, the as-designed CNTs/Co@NC electrodes not only significantly increase polysulfides immobilization, but also efficiently catalyze sulfur redox reactions, as confirmed by experimental results and DFT calculations. When tested in a RT Na–S battery, the S@CNTs/Co@NC-0.25 cathode demonstrates outstanding electrochemical performance, achieving high initial specific capacity of 1200.3 mAh g−1 at 0.1 C, remarkable rate capability up to 5.0 C (474.2 mAh g−1), and superior cyclic performance of 450.5 mAh g−1 (292 mAh g−1) after 400 cycles at 1.0 C (5.0 C). The integration of a 3D hierarchical porous architecture with well-dispersed Co NPs of an electro-catalyst provides valuable insights based on structure-adsorption-catalysis engineering for advanced RT Na–S batteries.",Small Methods,10.1002/smtd.202100455
Architecting Freestanding Sulfur Cathodes for Superior Room-Temperature Na–S Batteries,"© 2021 Wiley-VCH GmbHRoom-temperature sodium–sulfur (RT Na–S) batteries have attracted extensive attention because of their low cost and high specific energy. RT Na–S batteries, however, usually suffer from sluggish reaction kinetics, low reversible capacity, and short lifespans. Herein, it is shown that chain-mail catalysts, consisting of porous nitrogen doped carbon nanofibers (PCNFs) encapsulating Co nanoparticles (Co@PCNFs), can activate sulfur via electron engineering. The chain-mail catalysts Co@PCNFs with a micrograde hierarchical structure as a freestanding sulfur cathode (Co@PCNFs/S) can provide space for high mass loading of sulfur and polysulfides. The electrons can rapidly transfer from chain-mail catalysts to sulfur and polysulfides during discharge–charge processes, therefore boosting its conversion kinetics. As a result, this freestanding Co@PCNFs/S cathode achieves a high sulfur loading of 2.1 ± 0.2 mg cm−2, delivering a high reversible capacity of 398 mA h g−1 at 0.5 C (1 C = 1675 mA g−1) over 600 cycles and superior rate capability of an average capacity of 240 mA h g−1 at 5 C. Experimental results, combined with density functional theory calculations, demonstrate that the Co@PCNFs/S can efficiently improve the conversion kinetics between the polysulfides and Na2S via transferring electrons from Co to them, thereby realizing efficient sulfur redox reactions.",Advanced Functional Materials,10.1002/adfm.202102280
A novel one-step reaction sodium-sulfur battery with high areal sulfur loading on hierarchical porous carbon fiber,"© 2020 The Authors. Carbon Energy published by Wenzhou University and John Wiley & Sons Australia, LtdRoom temperature sodium-sulfur (RT Na-S) batteries are gaining extensive attention as attractive alternatives for large-scale energy storage, due to low cost and high abundancy of sodium and sulfur in nature. However, the dilemmas regarding soluble polysulfides (Na2Sn, 4 ≤ n ≤ 8) and the inferior reaction kinetics limit their practical application. To address these issues, we report the activated porous carbon fibers (APCF) with small sulfur molecules (S2–4) confined in ultramicropores, to achieve a reversible single-step reaction in RT Na-S batteries. The mechanism is investigated by the in situ UV/vis spectroscopy, which demonstrates Na2S is the only product during the whole discharge process. Moreover, the hierarchical carbon structure can enhance areal sulfur loading without sacrificing the capacity due to thorough contact between electrolyte and sulfur electrode. As a consequence, the APCF electrode with 38 wt% sulfur (APCF-38S) delivers a high initial reversible specific capacity of 1412 mAh g−1 and 10.6 mAh cm−2 (avg. areal sulfur loading: 7.5 mg cm−2) at 0.1 C (1 C = 1675 mA g−1), revealing high degree of sulfur utilization. This study provides a new strategy for the development of high areal capacity RT Na-S batteries.",Carbon Energy,10.1002/cey2.86
Hydrothermal synthesis of MoS2/rGO composite as sulfur hosts for room temperature sodium-sulfur batteries and its electrochemical properties,"© 2021 Elsevier LtdThe room temperature sodium-sulfur batteries are an attraction to worldwide industrial and academic as a next-generation energy storage system due to the high energy density, theoretical capacity, and cheap cost of sulfur. However, the practical application is being overdue by fast decay, poor conductivity, and the shuttle effect attributed to the low coulombic efficiency. The present study focuses on preparing MoS2/rGO/S cathode material to overcome the disadvantages of room temperature sodium-sulfur (RT-NaS) batteries. We used hydrothermal method to prepare MoS2, rGO, and MoS2/rGO composite and the sulfur was infused by the melt diffusion. The MoS2/rGO/S composite shows a high reversible capacity of 190 mAh/g after 1000 cycles at a 2 C-rate. The flower-like MoS2/rGO/S composite increases the conductivity and buffers the volume expansion during cycling.",Journal of Energy Storage,10.1016/j.est.2021.102660
Tunable Nitrogen-Doping of Sulfur Host Nanostructures for Stable and Shuttle-Free Room-Temperature Sodium-Sulfur Batteries,"© 2021 American Chemical Society.Room-temperature sodium-sulfur batteries have potential in stationary applications, but challenges such as loss of active sulfur and low electrical conductivity must be solved. Nitrogen-doped nanocarbon host cathodes have been employed in metal-sulfur batteries: polar interactions mitigate the loss of sulfur, while the conductive nanostructure addresses the low conductivity. Nevertheless, these two properties run contrary to each other as greater nitrogen-doping of nanocarbon hosts is associated with lower conductivity. Herein, we investigate the polarity-conductivity dilemma to determine which of these properties have the stronger influence on cycling performance. Lower carbonization temperatures produce more pyridinic nitrogen and pyrrolic nitrogen, which from density functional theory calculations preferentially bind discharge products (Na2S and short-chain polysulfides). Despite its lower conductivity, the highly doped composite showed better Coulombic efficiency and stability, retaining a high capacity of 980 mAh g(S)-1 after 800 cycles. Our findings represent a paradigm shift where nitrogen-doping should be prioritized in designing shuttle-free, long-life sodium-sulfur batteries.",Nano Letters,10.1021/acs.nanolett.1c01763
Yolk@Shell Structured MnS@Nitrogen-Doped Carbon as a Sulfur Host and Polysulfide Conversion Booster for Lithium/Sodium Sulfur Batteries,"© Lithium-sulfur (Li-S) batteries have been regarded as an important candidate for next-generation energy storage devices due to their low cost and high theoretical energy density. However, several factors retard the practical use of Li-S batteries including the slow kinetics of lithium polysulfide (LiPS) transformation as well as the shuttle effect induced by the diffusion of LiPS that damages the cycling stability of Li-S batteries. In this study, a yolk@shell structured MnS@nitrogen-doped carbon (MnS@N-C) is developed as the S host and polysulfide conversion booster, which offers both the physical confinement of S species and accelerated kinetics toward LiPS catalytic conversion. As a result, the developed S/yolk@shell MnS@N-C delivers a higher rate performance compared to S/yolk@shell MnO@N-C and S/N-C and long cycle life with a remaining capacity of 636.1 mAh g-1 after 330 cycles at 0.5C. When equipped with MnS@N-C functional separators, S/yolk@shell MnS@N-C retains a capacity of 504.2 mAh g-1 after 1000 cycles at 1C. In addition, S/yolk@shell MnS@N-C also delivers a decent capacity decay of 0.16% per cycle after 300 cycles at 0.5C in a room-temperature Na-S battery.",ACS Applied Energy Materials,10.1021/acsaem.0c03235
Sulfur in Amorphous Silica for an Advanced Room-Temperature Sodium–Sulfur Battery,"© 2020 Wiley-VCH GmbHThe room-temperature (RT) Na/S battery is a promising energy storage system owing to suitable operating temperature, high theoretical energy density, and low cost. However, it has a poor cycle life and low reversible capacity. In this work, we report a long-life RT-Na/S battery with amorphous porous silica as a sulfur host. The sulfur is loaded into amorphous silica by a dipping method; the optimal sulfur loading is up to 73.48 wt %. Molecular dynamics simulation and first-principles calculations suggest that the complex pores, acting as micro-containers and the formation of Na-O chemical bonds between amorphous silica and sodium polysulfide, give the electrodes a strong ability to inhibit sodium polysulfide shuttle. This would give rise to effectively avoiding the loss of active sulfur, corresponding to a superior capacity and an excellent cyclability even at 10 A gsulfur−1 (nearly 100 % coulomb efficiency and high reversible capacity of 955.8 mAh gsulfur−1 after 1460 cycles).",Angewandte Chemie - International Edition,10.1002/anie.202015932
MOF-Derived CoS2/N-Doped Carbon Composite to Induce Short-Chain Sulfur Molecule Generation for Enhanced Sodium-Sulfur Battery Performance,"© 2021 American Chemical Society.Dissolution of intermediate sodium polysulfides (Na2Sx; 4≤x≤8) is a crucial obstacle for the development of room-temperature sodium-sulfur (Na-S) batteries. One promising strategy to avoid this issue is to load short-chain sulfur (S2-4), which could prohibit the generation of soluble polysulfides during the sodiation process. Herein, unlike in the previous reported cases where short-chain sulfur was stored by confinement within a small-pore-size (≤0.5 nm) carbon host, we report a new strategy to generate short-chain sulfur in larger pores (>0.5 nm) by the synergistic catalytic effect of CoS2 and appropriate pore size. Based on density functional theory calculations, we predict that CoS2 can serve as a catalyst to weaken the S-S bond in the S8 ring structure, facilitating the formation of short-chain sulfur molecules. By experimentally tuning the pore size of the CoS2-based hosts and comparing their performances as cathodes in Na-S and Li-S batteries, we conclude that such a catalytic effect depends on the proximity of sulfur to CoS2. This avoids the generation of soluble polysulfides and results in superior electrochemical properties of the composite materials introduced here for Na-S batteries. As a result, the optimized CoS2/N-doped carbon/S electrode showed excellent electrochemical performance with high reversible specific capacities of 488 mA h g-1 (962 mA h g(s)-1) after 100 cycles (0.1 A g-1) and 403 mA h g-1 after 1000 cycles (1 A g-1) with a superior rate performance (262 mA h g-1 at 5.0 A g-1).",ACS Applied Materials and Interfaces,10.1021/acsami.1c02301
